id,x,y
_M3A1296 (1),0.6838254293497427,1.0732157388605834
_M3A1419 (1),0.5883668627005915,0.6844474172478818
_M3A1539 (1),0.6911527374385051,0.6487027408342779
_M3A2701 (1),0.6045969550227275,0.6755775164058828
ARKM.1973-05-00007,0.6585766975619063,0.13830910379602301
ARKM.1973-05-00013,0.4666142176205187,0.39263037621829594
ARKM.1973-05-00014,0.360344642346436,-0.022659630888939096
ARKM.1973-05-00015,0.37362274036666343,-0.034478799017348315
ARKM.1973-05-00032,0.537168267399898,0.16312218249228938
ARKM.1973-05-00033,0.43365244874882647,0.215038053708203
ARKM.1973-05-00039,0.7094651348426887,0.316460440102886
ARKM.1973-05-00044,0.6868604744970419,0.3054099796585643
ARKM.1973-05-00045,0.6868780134519805,0.2862095612512438
ARKM.1973-05-00046,0.6680824463982462,0.30163066935770594
ARKM.1973-05-00083,0.7117487748478596,0.33863183098560645
ARKM.1973-05-00084,0.7288474225260881,0.3279810306430683
ARKM.1973-05-00088,0.7387492047155068,0.3593773274256876
ARKM.1973-05-00090,0.776365750209088,0.37505099292300464
ARKM.1973-05-00092,0.7210296423095076,0.37432205206526964
ARKM.1973-05-00093,0.7742966337823272,0.3552494243148767
ARKM.1973-05-00094,0.7562332790020495,0.34580280293627275
ARKM.1973-05-00095,0.7504989316317576,0.3756874853905206
ARKM.1973-05-00126,0.596328741657089,0.6140539832323657
ARKM.1973-05-00141;ARKM.1973-05-00142,0.5695699242286962,0.15467634878810987
ARKM.1973-05-00148,0.07901748915963044,0.3899918592178553
ARKM.1973-05-00149,0.6910032232139229,0.0926027850962218
ARKM.1973-05-00240,0.41156622248726793,0.44100199023612396
ARKM.1973-05-00241,0.5887767073952578,0.4092695811526959
ARKM.1973-05-00243,0.3927743556348908,0.12112438310979896
ARKM.1973-05-00244,0.3903626686271932,0.0921296891658624
ARKM.1973-05-00249,0.4654366579442364,0.018476101900561818
ARKM.1973-05-00250,0.3448669769616791,0.4130020772337176
ARKM.1973-05-00278,0.31452698155305686,0.42590763615748667
ARKM.1973-05-00279,0.3074939084759134,0.44026680327972595
ARKM.1973-05-00341,0.39225182825557164,0.4294222505298214
ARKM.1973-05-00349,0.1885302769057898,0.3163553324662252
ARKM.1973-05-00350,0.6397981174644114,0.09936067844347203
ARKM.1973-05-00364,0.3054162621445796,0.1183130328685287
ARKM.1973-05-00778,0.6870342491300122,0.1771613937094847
ARKM.1973-05-00779,0.6909076098771906,0.13378572585746246
ARKM.1973-05-00784,0.7161150574283521,0.13106737371800645
ARKM.1973-05-00785,0.6561740258425216,0.08713461868572103
ARKM.1973-05-00835,0.5072424422782122,0.19639009700503116
ARKM.1973-05-00838,0.4579862402029481,0.04134718070534522
ARKM.1973-05-01138,0.6794781124759671,0.11740445539329446
ARKM.1973-05-01154,0.7990563009816943,0.3324316849235216
ARKM.1973-05-01232,0.5632509109568268,0.052493059982533945
ARKM.1973-05-01233,0.2952947758865124,0.0381233862845201
ARKM.1973-05-01234,0.28915847939989525,0.02324298366930474
ARKM.1973-05-01237,0.519911761722235,0.40353549437127056
ARKM.1973-05-01444,-0.022834292830814732,0.2113404689008131
ARKM.1973-05-01791,0.08491495735693519,0.21998138732554443
ARKM.1973-05-01854,0.6614507604447344,0.5209768482595708
ARKM.1973-05-01859,0.09816436595876574,0.1868104993438507
ARKM.1973-05-01952,0.4808586167116472,0.4914986815886949
ARKM.1973-05-01999A;ARKM.1973-05-01999B,0.91252149924729,0.6014556227008302
ARKM.1973-05-02044,0.3156262282965071,0.27141481441068543
ARKM.1973-05-02045,0.3417932383648561,0.27828779778070334
ARKM.1973-05-02046,0.332553109875125,0.26371238064084956
ARKM.1973-05-02198,0.6844608636755621,0.22458670219365576
ARKM.1973-05-02199,0.6560993039977963,0.21706354747066295
ARKM.1973-05-02200,0.16139825341900899,0.2728337200618381
ARKM.1973-05-02201,0.1780005619629275,0.265318972182686
ARKM.1973-05-02202,0.6982407209523337,0.21321650855293678
ARKM.1973-05-02203,0.6679677653189636,0.20575047257057089
ARKM.1973-05-02292,0.5310365736108402,0.1901531981211861
ARKM.1973-05-02305,0.4295918258018306,0.31275628872500055
ARKM.1973-05-02363,0.5961235657247949,0.2183762319980675
ARKM.1973-05-02522,0.4569273595503584,0.48909853942875503
ARKM.1973-05-02525,0.6236502428320188,0.5368969103802603
ARKM.1973-05-02534,0.2478170276811029,0.18262692130890987
ARKM.1973-05-02549,0.5636497535673083,0.11384692349277295
ARKM.1973-05-02568,0.5931898844567038,0.5034170635694224
ARKM.1973-05-02662,0.28643648341672584,0.3969328900555691
ARKM.1973-05-02671,0.12816966387953369,0.2974106923826793
ARKM.1973-05-02691,0.12798210716672428,0.27663847629868066
ARKM.1973-05-02706,0.562258964336031,0.33238320932485366
ARKM.1973-05-02707,0.5498892740097139,0.32309150903548495
ARKM.1973-05-02724,0.42326089599934186,0.5164908692674094
ARKM.1973-05-02728,0.5541502340938511,0.5207813086944552
ARKM.1973-05-02729,0.632448451496861,0.372226542153809
ARKM.1973-05-02767,0.5706968104628626,0.19820058173135358
ARKM.1973-05-02770,0.5987969439588148,0.243603033444144
ARKM.1973-05-02862,0.6298111508855553,0.9567217653762834
ARKM.1973-05-02886,0.16599569349324186,0.1373826315562482
ARKM.1973-05-02971,0.4778581968935816,0.42406913772274063
ARKM.1973-05-02981,0.4604267002233663,0.4220153245481485
ARKM.1973-05-03005,0.5806284546728846,0.7478393151171567
ARKM.1973-05-03090,0.31814986266505924,0.4918623954293923
ARKM.1973-05-03097,0.593630943444916,0.4288247399115308
ARKM.1973-05-03100,0.17230144238088707,0.34197469267236646
ARKM.1973-05-03109,0.1707302107271169,0.40133697473570557
ARKM.1973-05-03118,0.29795048896602766,0.4972888297612376
ARKM.1973-05-03124,0.131742791974764,0.4123086000892188
ARKM.1973-05-03128,0.3961925591113754,0.40951456649254825
ARKM.1973-05-03129,0.6064488747050523,0.2591686107871794
ARKM.1973-05-03157,0.4751898954891069,0.5726828643600712
ARKM.1973-05-03274,0.24283664704650015,0.3102140301247223
ARKM.1973-05-03288,0.48721000494437217,0.5824382861109646
ARKM.1973-05-03342,0.15525031886553367,0.382852884066697
ARKM.1973-05-03350,0.14219924363423195,0.3958495952858585
ARKM.1973-05-03450,0.6869298322471842,0.07694025692745786
ARKM.1973-05-03456,0.28216485531349095,0.4917311939051123
ARKM.1973-05-03460,0.22657695962283247,0.4783924430478995
ARKM.1973-05-03461,0.24323499117979644,0.49167665134702704
ARKM.1973-05-03482,0.30983020537059747,0.3362965506350942
